Event Date,Start Time,End Time,Event Name,Event Description,Event Location,Admission
07/21/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
07/21/2010,10:00am,3:00pm,Liberty Mutual Info Table,Sin datos,Postal Corridor,Sin datos
07/21/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
07/21/2010,10:00am,2:00pm,Kaplan Test Prep Information Table,Sin datos,Outside Plaza/Mosaic,Sin datos
07/21/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
07/18/2010,12:00pm,5:00pm,GE Kids Day,GE Kids Day Featuring the ShushyByes,Outside Plaza,Sin datos
07/16/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
07/14/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
07/14/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,North Concourse,Sin datos
07/09/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
07/08/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
07/07/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
07/07/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
07/07/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
07/04/2010,3:00pm,10:00pm,Price Chopper's Fabulous 4th & Fireworks Festival,Price Chopper's Fabulous 4th & Fireworks Festival  Featuring Herman's Hermits - Starring Peter Noone,Outside Plaza,Sin datos
07/02/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/30/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,Bus Turn,Sin datos
06/30/2010,5:00pm,9:00pm,At the Plaza - Launch Party,At The Plaza Summer Launch Party presented by SEFCU  Featuring The Blue Machine  The Refrigerators  and the Hill Hollow Band,Main Stage - Outside Plaza,Sin datos
06/30/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/25/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/24/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
06/23/2010,10:00am,2:00pm,Kaplan Test Prep Information Table,Sin datos,Outside Plaza/Mosaic,Sin datos
06/23/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
06/23/2010,10:00am,3:00pm,Liberty Mutual Info Table,Sin datos,Postal Corridor,Sin datos
06/23/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
06/18/2010,8:00am,5:00pm,Assa Abloy Mobile Innovation Display,Sin datos,Mosaic  - Plaza Level,Sin datos
06/18/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/17/2010,8:00am,5:00pm,Assa Abloy Mobile Innovation Display,Sin datos,Mosaic  - Plaza Level,Sin datos
06/16/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/16/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,North Concourse,Sin datos
06/11/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/10/2010,8:00 a.m.,5:00 p.m.,Verizon Wireless on Wheels,Come out and visit the Mobile Retail Unit!,Outdoor Empire State Plaza,Free
06/10/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
06/09/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
06/09/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/09/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
06/04/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/02/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
06/02/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,Bus Turn,Sin datos
05/28/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
05/27/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
05/26/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
05/26/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
05/26/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
05/25/2010,Sin datos,Sin datos,PEF - Nurses Coalition,Sin datos,Convention Hall,Sin datos
05/22/2010,Sin datos,Sin datos,Shenendahow Prom,Sin datos,Convention Hall,Sin datos
05/21/2010,Sin datos,Sin datos,Shaker High Prom,Sin datos,Convention Hall,Sin datos
05/21/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
05/20/2010,6:00pm,Sin datos,2010 CDPHP Workforce Team Challenge,The CDPHP Workforce Team Challenge is the Capital Region's workforce team run and walk and the largest annual road race between Utica and New York City.  For more information please visit…    www.cdphpwtc.com,Empire State Plaza,Sin datos
05/20/2010,Sin datos,Sin datos,OGS Procurement Tradeshow,Not open to the public,Convention Hall,Sin datos
05/19/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
05/19/2010,9:00am,3:00pm,Hepatitis Awareness Month,Sin datos,Bus Turn,Sin datos
05/19/2010,11:00am,Sin datos,New York State EMS Memorial,The EMS Memorial is dedicated to the men and women of New York State EMS who have made the ultimate sacrifice and given their lives in the line of duty,EMS Memorial - Outside Plaza,Sin datos
05/19/2010,Sin datos,Sin datos,OGS Procurement Tradeshow,Not open to the public,Convention Hall,Sin datos
05/19/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,North Concourse,Sin datos
05/18/2010,12:00pm,1:00pm,Holy Names Concert,Sin datos,South Concourse - Performance Area,Sin datos
05/18/2010,Sin datos,Sin datos,OGS Procurement Tradeshow,Not open to the public,Convention Hall,Sin datos
05/16/2010,Sin datos,Sin datos,Maria College Commencement,Sin datos,Convention Hall,Sin datos
05/15/2010,Sin datos,Sin datos,Siena College Dinner,Sin datos,Convention Center,Sin datos
05/14/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
05/14/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/13/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
05/13/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/12/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
05/12/2010,10:00am,2:00pm,Weekly Craft/ Merchandise Show,Sin datos,Bus Turn/South Concourse,Sin datos
05/12/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/12/2010,10:00am,3:00pm,Liberty Mutual Info Table,Sin datos,Postal Corridor,Sin datos
05/12/2010,9:00am,3:00pm,Hepatitis Awareness Month,Sin datos,Bus Turn,Sin datos
05/11/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/11/2010,6:00pm,9:00pm,C.O.P.S. Walk/Run,Sin datos,Outside Plaza/Police Memorial,Sin datos
05/11/2010,1:00pm,Sin datos,New York State Police Memorial,The Police Officers Memorial and the annual Remembrance Ceremony honor the memory and sacrifice of police officers from around New York State who have been slain in the line of duty.,Police Memorial - Outside Plaza,Sin datos
06/23/2010,10:00am,2:00pm,Summer Farmer's Market,Sin datos,Outside Plaza (Rain or Shine),Sin datos
05/11/2010,Sin datos,Sin datos,American College of OBGYN Conference and Dinner,Sin datos,Convention Hall,Sin datos
05/10/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/08/2010,Sin datos,Sin datos,Albany College of Parmacy Commencement,Sin datos,Convention Hall,Sin datos
05/07/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/06/2010,11:00am,1:30pm,Commission on Public Integrity Information Table,A representative will hand out information and answer questions regarding the State's Ethics Laws.,Postal Corridor,Sin datos
05/06/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/05/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/05/2010,Sin datos,Sin datos,Office for the Aging Sr. Citizen's Day,Sin datos,Convention Hall,Sin datos
05/05/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,Bus Turn,Sin datos
05/05/2010,9:00am,3:00pm,Hepatitis Awareness Month,Sin datos,Bus Turn,Sin datos
05/04/2010,Sin datos,Sin datos,AFSME Luncheon,Sin datos,Convention Hall,Sin datos
05/04/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/03/2010,9:00am,3:00pm,Zologa Post Poppy Sales,Sin datos,Plaza  Concourse all locations on foot,Sin datos
05/01/2010,Sin datos,Sin datos,Averill Park Prom,Sin datos,Convention Hall,Sin datos
04/30/2010,12:00pm,1:00pm,Arlington High School Chorus,Sin datos,South Concourse,Sin datos
04/29/2010,10:00am,2:00pm,Italian Festa,Sin datos,South Concourse,Sin datos
04/28/2010,10:00am,1:30pm,Destinations of New York State Getaway Travel Show,Plan your summer and visit exhibitors representing resorts  attractions and destinations of New York.,North Concourse,Sin datos
04/28/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
04/22/2010,8:00am,5:00pm,Dept of Health - Take Your Child to work,Sin datos,Postal Corridor,Sin datos
04/21/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,North Concourse,Sin datos
04/21/2010,9:00am,2:00pm,DEC Pharmaceutical Collection,Concerned about the proper disposal of expired/unused drugs in your medicine cabinet?  You are invited to participate in a FREE one-day household pharmaceutical collection event sponsored by the New York State Department of Environmental Conservation (DEC),South Concourse,Sin datos
04/20/2010,9:00am,4:00pm,United New York Ambulance Network,Ambulance Vehicle Display,Outside Plaza - Mosaic,Sin datos
04/17/2010,Sin datos,Sin datos,Somos El Futuro,Sin datos,Convention Hall,Sin datos
04/16/2010,4/17/2010,Sin datos,Somos El Futuro,Sin datos,Convention Hall,Sin datos
04/16/2010,9:00am,3:00pm,NY Association of Homes & Services for the Aging,Sin datos,North Concourse - Liberty Café,Sin datos
04/15/2010,9:00am,3:00pm,NY Association of Homes & Services for the Aging,Sin datos,North Concourse - Liberty Café,Sin datos
04/15/2010,1:00pm,5:00pm,Dr. King Career Fair,Free CDTA Shuttle from Lincoln Park Pool House from 11:30am until 4:30pm - runs every 15 mins Contact the NYS Dept of Labor for more information at 1-888-4-NYSDOL  or  www.labor.ny.gov,Empire State Plaza - Convention Center,Sin datos
04/15/2010,10:00am,5:00pm,Aids Book Sale,Sin datos,South Concourse,Sin datos
04/15/2010,8:00am,5:00pm,MLK Job Fair,Sin datos,North Concourse,Sin datos
04/15/2010,9:00am,3:00pm,Met Life Retirement Information Tables,Sin datos,Bus Turn,Sin datos
04/14/2010,10:00am,5:00pm,Aids Book Sale,Sin datos,South Concourse,Sin datos
04/14/2010,9:00am,3:00pm,NY Association of Homes & Services for the Aging,Sin datos,North Concourse - Liberty Café,Sin datos
04/14/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
04/14/2010,10:00am,3:00pm,Liberty Mutual Info Table,Sin datos,Postal Corridor,Sin datos
04/13/2010,9:00am,3:00pm,NY Association of Homes & Services for the Aging,Sin datos,North Concourse - Liberty Café,Sin datos
04/13/2010,10:00am,5:00pm,Aids Book Sale,Sin datos,South Concourse,Sin datos
04/12/2010,9:00am,3:00pm,NY Association of Homes & Services for the Aging,Sin datos,North Concourse - Liberty Café,Sin datos
04/10/2010,10:00am,5:30pm,Empire State Book Festival,Sin datos,Meeting Rooms 1-7  Base of the Egg,Sin datos
04/10/2010,10:00am,3:00pm,Paws for a Cause,The Mental Health Foundation  in partnership with Mohawk Hudson River Humane Society and The Animal Protective Foundation  is pleased to present  once again  the largest event about pets and for pets and their owners in the greater Capital Region.    Presenting a number of informative and educational seminars  all free to the public  to be held in conjunction with the exhibits on the Concourse. For more information please visit       www.pawsforacause.net,Empire State Plaza - South Concourse,Free
04/09/2010,10:00am,4:00pm,Paws for a Cause,The Mental Health Foundation  in partnership with Mohawk Hudson River Humane Society and The Animal Protective Foundation  is pleased to present  once again  the largest event about pets and for pets and their owners in the greater Capital Region.    Presenting a number of informative and educational seminars  all free to the public  to be held in conjunction with the exhibits on the Concourse. For more information please visit       www.pawsforacause.net,Empire State Plaza - South Concourse,Free
04/08/2010,9:00am,5:00pm,RISE RV Display,Sin datos,Outside Plaza/Mosaic,Sin datos
04/07/2010,10:00am,2:00pm,NYS Deferred Comp Information Table,Sin datos,Bus Turn,Sin datos
04/06/2010,8:00am,5:00pm,Girl Scout Cookie Sales,Sin datos,South Concourse,Sin datos
04/05/2010,10:00am,2:00pm,Polish Festival,Come and join us for the Annual Polish Festival featuring authentic Polish Food and traditional Polish & Polka music.  Also visit our marketplace for authentic Polish trinkets and more.,South Concourse,Sin datos
04/02/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
04/01/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
04/01/2010,9:00am,3:00pm,Met Life Retirement Information Tables,Sin datos,Bus Turn,Sin datos
04/01/2010,11:00am,1:30pm,Commission on Public Integrity Information Table,A representative will hand out information and answer questions about the State's ethics laws,Bus Turn,Sin datos
04/01/2010,11:00am,1:30pm,Commission on Public Integrity Information Table,A representative from the Commission on Public Integrity will hand out information and answer questions about the State's eithics laws.,Bus Turn,Sin datos
03/31/2010,10:00am,2:00pm,Deferred Comp Information Table,Sin datos,Postal Corridor,Sin datos
03/30/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
03/29/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
03/28/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
03/27/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
03/26/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
03/26/2010,9:00am,4:00pm,Girl Scout Cookie Sales,Don't miss out on your favority Girl Scout Cookie - Proceeds go to the Girl Scouts of Northeastern New York,South Concourse,Sin datos
03/26/2010,8:00am,5:00pm,UN Hiroshima-Nagasaki Display,Sin datos,South Concourse - Annex East Wall,Sin datos
03/26/2010,8:00am,5:00pm,Brain Injury Association of New York State   Art Exhibit,17th annual art exhibit will showcase paintings  drawings  stained glass  poetry  and photography from dozens of artists state-wide.  Talk to BIANYS represenatives about brain injury and the services provided by the Association.,South Concourse,Sin datos
03/25/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
03/25/2010,9:00am,5:00pm,UN Hiroshima-Nagasaki Display,Sin datos,South Concourse - Annex East Wall,Sin datos
03/25/2010,8:00am,5:00pm,Brain Injury Association of New York State   Art Exhibit,17th annual art exhibit will showcase paintings  drawings  stained glass  poetry  and photography from dozens of artists state-wide.  Talk to BIANYS represenatives about brain injury and the services provided by the Association.,South Concourse,Sin datos
03/24/2010,8:00am,5:00pm,Triangle Shirt Waist Fire Display,Press Conference to be held at this location on 3/23/10 at Noon,North West Corridor (North Concourse),Sin datos
